feature_code,token_type,source_table,cutoff_rule,transformation,missing_value_policy,value_column,time_column,observed_rows
CPK__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__CPK__min_24h,t__CPK__min_24h,7949
CPK__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__CPK__min_72h,t__CPK__min_72h,9470
CPK__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__CPK__prev1,t__CPK__prev1,10240
CPK__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__CPK__prev2,t__CPK__prev2,3282
CPK__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__CPK__prev3,t__CPK__prev3,1857
CPK__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__CPK__prior_count,t__CPK__prior_count,10240
CPK__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__CPK__slope_per_day,t__CPK__slope_per_day,3282
CPK__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__CPK__std_24h,t__CPK__std_24h,33
CPK__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__CPK__std_72h,t__CPK__std_72h,2110
CRP__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__CRP__delta,t__CRP__delta,14052
CRP__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__CRP__first_admission,t__CRP__first_admission,24322
CRP__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__CRP__max_24h,t__CRP__max_24h,17101
CRP__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__CRP__max_72h,t__CRP__max_72h,22369
CRP__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__CRP__mean_24h,t__CRP__mean_24h,17101
CRP__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__CRP__mean_72h,t__CRP__mean_72h,22369
CRP__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__CRP__min_24h,t__CRP__min_24h,17101
CRP__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__CRP__min_72h,t__CRP__min_72h,22369
CRP__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__CRP__prev1,t__CRP__prev1,24322
CRP__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__CRP__prev2,t__CRP__prev2,14052
CRP__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__CRP__prev3,t__CRP__prev3,9669
CRP__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__CRP__prior_count,t__CRP__prior_count,24322
CRP__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__CRP__slope_per_day,t__CRP__slope_per_day,14052
CRP__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__CRP__std_24h,t__CRP__std_24h,72
CRP__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__CRP__std_72h,t__CRP__std_72h,9416
Calcium__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Calcium__delta,t__Calcium__delta,14344
Calcium__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Calcium__first_admission,t__Calcium__first_admission,24621
Calcium__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Calcium__max_24h,t__Calcium__max_24h,17342
Calcium__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Calcium__max_72h,t__Calcium__max_72h,22666
Calcium__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Calcium__mean_24h,t__Calcium__mean_24h,17342
Calcium__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Calcium__mean_72h,t__Calcium__mean_72h,22666
Calcium__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Calcium__min_24h,t__Calcium__min_24h,17342
Calcium__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Calcium__min_72h,t__Calcium__min_72h,22666
Calcium__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Calcium__prev1,t__Calcium__prev1,24621
Calcium__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Calcium__prev2,t__Calcium__prev2,14344
Calcium__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Calcium__prev3,t__Calcium__prev3,9973
Calcium__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Calcium__prior_count,t__Calcium__prior_count,24621
Calcium__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Calcium__slope_per_day,t__Calcium__slope_per_day,14344
Calcium__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Calcium__std_24h,t__Calcium__std_24h,73
Calcium__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Calcium__std_72h,t__Calcium__std_72h,9662
Calcium_ionized__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Calcium_ionized__delta,t__Calcium_ionized__delta,1432
Calcium_ionized__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Calcium_ionized__first_admission,t__Calcium_ionized__first_admission,2424
Calcium_ionized__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Calcium_ionized__max_24h,t__Calcium_ionized__max_24h,1164
Calcium_ionized__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Calcium_ionized__max_72h,t__Calcium_ionized__max_72h,1920
Calcium_ionized__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Calcium_ionized__mean_24h,t__Calcium_ionized__mean_24h,1164
Calcium_ionized__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Calcium_ionized__mean_72h,t__Calcium_ionized__mean_72h,1920
Calcium_ionized__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Calcium_ionized__min_24h,t__Calcium_ionized__min_24h,1164
Calcium_ionized__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Calcium_ionized__min_72h,t__Calcium_ionized__min_72h,1920
Calcium_ionized__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Calcium_ionized__prev1,t__Calcium_ionized__prev1,2424
Calcium_ionized__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Calcium_ionized__prev2,t__Calcium_ionized__prev2,1432
Calcium_ionized__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Calcium_ionized__prev3,t__Calcium_ionized__prev3,952
Calcium_ionized__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Calcium_ionized__prior_count,t__Calcium_ionized__prior_count,2424
Calcium_ionized__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Calcium_ionized__slope_per_day,t__Calcium_ionized__slope_per_day,1432
Calcium_ionized__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Calcium_ionized__std_24h,t__Calcium_ionized__std_24h,3
Calcium_ionized__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Calcium_ionized__std_72h,t__Calcium_ionized__std_72h,673
Carboxyhemoglobin__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Carboxyhemoglobin__delta,t__Carboxyhemoglobin__delta,1440
Carboxyhemoglobin__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Carboxyhemoglobin__first_admission,t__Carboxyhemoglobin__first_admission,2431
Carboxyhemoglobin__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Carboxyhemoglobin__max_24h,t__Carboxyhemoglobin__max_24h,1167
Carboxyhemoglobin__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Carboxyhemoglobin__max_72h,t__Carboxyhemoglobin__max_72h,1925
Carboxyhemoglobin__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Carboxyhemoglobin__mean_24h,t__Carboxyhemoglobin__mean_24h,1167
Carboxyhemoglobin__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Carboxyhemoglobin__mean_72h,t__Carboxyhemoglobin__mean_72h,1925
Carboxyhemoglobin__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Carboxyhemoglobin__min_24h,t__Carboxyhemoglobin__min_24h,1167
Carboxyhemoglobin__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Carboxyhemoglobin__min_72h,t__Carboxyhemoglobin__min_72h,1925
Carboxyhemoglobin__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Carboxyhemoglobin__prev1,t__Carboxyhemoglobin__prev1,2431
Carboxyhemoglobin__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Carboxyhemoglobin__prev2,t__Carboxyhemoglobin__prev2,1440
Carboxyhemoglobin__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Carboxyhemoglobin__prev3,t__Carboxyhemoglobin__prev3,959
Carboxyhemoglobin__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Carboxyhemoglobin__prior_count,t__Carboxyhemoglobin__prior_count,2431
Carboxyhemoglobin__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Carboxyhemoglobin__slope_per_day,t__Carboxyhemoglobin__slope_per_day,1440
Carboxyhemoglobin__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Carboxyhemoglobin__std_24h,t__Carboxyhemoglobin__std_24h,3
Carboxyhemoglobin__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Carboxyhemoglobin__std_72h,t__Carboxyhemoglobin__std_72h,675
Chloride__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Chloride__delta,t__Chloride__delta,14511
Chloride__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Chloride__first_admission,t__Chloride__first_admission,24863
